person_id;image_id;caption
user_20;user_200.jpg;(Ad) Who’s up for a comforting warming winter salad bowl? 🥗 I’ve teamed up with @naturescharm to bring you all a super delicious recipe using their jackfruit confit. This jackfruit so tender and flavorful so even if you’re like me and rarely cook with jackfruit I highly recommend trying it out! This recipe serves 2 people✨ I’ve included a step by step guide for all components below but will also be putting it on the blog where it might be easier to read. Here’s how to make it! Roasted brussel sprouts: 300g brussels sprouts 1tsp maple syrup 1tsp rosemary salt + pepper 0.5 tbsp balsamic vinegar 1tbsp olive oil How to: Slice brussels sprouts in half, massage in the rest of your ingredients and roast at 200C for 40 minutes. ✨ Croutons: 80g bread cut into cubes 1 tbsp olive oil 0.25 tsp dried thyme A good sprinkle of salt and pepper How to: Toss all ingredients together and bake on a tray lined with parchment paper for 20 mins at 200C. ✨ Dressing: 1 tsp balsamic vinegar 1 tsp maple syrup 0.5 tsp lemon juice How to: Whisk together in a bowl ✨ Other ingredients: 150g Kale Salt and pepper 2tsp olive oil 0.5 tsp garlic powder 2 tins @naturescharm Jackfruit Confit 1 tbsp pumpkin seeds 1 tbsp dried cranberries How to: Destem and chop the kale into bite sized pieces. Massage in 2tsp olive oil and a good sprinkle of salt and pepper. Cook until slightly crispy in a pan. Cook the jackfruit confit according to the instructions on the tin. Assemble by tossing the brussels sprouts, croutons and kale together in a bowl, add the jackfruit, sprinkle on pumpkin seeds and cranberries and drizzle over the dressing. Hope you enjoy! Let me know if you decide to give this recipe a try 😘 . . . . . . . . #vegan #veganfood #veganfoodshare #whatveganseat #food #plantbased #vegetarian #veganbreakfast #vegansofmelbourne #vegansofaustralia #melbournevegan #thrivemags #veganstudent #veganmealideas #melbournefoodblogger #melbournefoodie #melbournefood #recipe #recipes #veganrecipes #veganrecipeshare #salad #jackfruit #vegansalad #brusselsprouts #saladrecipe #recipeshare #vegandinner
user_20;user_201.jpg;PB&J chia oatmeal parfait anyone? ✨ So cute and so easy to make! I just layered up some regular overnight oats (oats, chia seeds, protein powder and plant milk mixed together and left overnight) with peanut butter and thawed raspberries and add some berries and coconut yoghurt on top🌸 Have a beautiful day my friends! . . . . . . . . #vegan #veganfood #veganfoodshare #whatveganseat #food #plantbased #vegetarian #veganbreakfast #vegansofmelbourne #vegansofaustralia #melbournevegan #thrivemags #veganstudent #veganmealideas #melbournefoodblogger #melbournefoodie #melbournefood #overnightoats #chia #pbj #proats #oatmeal #porridge #highproteinvegan #highprotein #peanutbutter #veganoatmeal #veganbreakfastideas
user_20;user_202.jpg;It’s been a while since I made waffles so here’s a throwback to some pretty loaded ones from a while back🤤 Also keen to start making some more recipes this week so let me know if there are any specific ones you’d like in the comments below! . . . . . . . . #vegan #veganfood #veganfoodshare #whatveganseat #food #plantbased #vegetarian #veganbreakfast #vegansofmelbourne #vegansofaustralia #melbournevegan #thrivemags #veganstudent #veganmealideas #melbournefoodblogger #melbournefoodie #melbournefood #waffles #veganwaffle #waffle #proteinwaffles #veganwaffles #dessertforbreakfast
user_20;user_203.jpg;Happy Monday everyone✨ I hope you’re all having a good start to the week. I’m on winter break so will be spending the day cooking, watching One Piece on Netflix and learning Italian on Duolingo🤷‍♀️ That’s pretty much all I do these days and I’m very much okay with that. Anyways, enjoy this unrelated photo of a loaded acai bowl from a while back and let me know what you have planned for the day ahead😘 . . . . . . . . #vegan #veganfood #veganfoodshare #whatveganseat #food #plantbased #vegetarian #veganbreakfast #vegansofmelbourne #vegansofaustralia #melbournevegan #thrivemags #veganstudent #veganmealideas #melbournefoodblogger #melbournefoodie #melbournefood #acai #acaibowl #smoothiebowl #smoothiebowls #peanutbutterlover #vegansmoothie #veganbreakfastideas #dessertforbreakfast #highproteinvegan #proteinsmoothie
user_20;user_204.jpg;The porridge obsession continues✨ I topped this choc oatmeal bowl with almond butter, walnuts, berries, banana and coconut sugar. So simple but so delicious!! . . . . . . . . #vegan #veganfood #veganfoodshare #whatveganseat #food #plantbased #vegetarian #veganbreakfast #vegansofmelbourne #vegansofaustralia #melbournevegan #thrivemags #veganstudent #veganmealideas #melbournefoodblogger #melbournefoodie #melbournefood #oatmeal #porridge #oats #chocolateoatmeal #veganoatmeal #proats #proteinoats #chocolateporridge #comfortfood #almondbutter
user_20;user_205.jpg;The tallest stack of black forest pancakes the world has ever seen🌲🥞🌲 These are based on the black forest pancakes from my mini ebook (find it via my blog, link in bio) but with some added protein powder and an easy choc sauce made with maple syrup and cocoa powder🍒🍫 How’s that for pancake sunday inspo?😘 . . . . . . . . #vegan #veganfood #veganfoodshare #whatveganseat #food #plantbased #vegetarian #veganbreakfast #vegansofmelbourne #vegansofaustralia #melbournevegan #thrivemags #veganstudent #veganmealideas #melbournefoodblogger #melbournefoodie #melbournefood #pancakes #pancakestack #veganpancakes #pancakesunday #pancakerecipe #recipeshare #blackforest #chocolatepancakes #proteinpancakes #highproteinvegan #sundaybrunch
user_20;user_206.jpg;Biscoff porridge all day every dayyy☀️ I was actually planning on going out for pancakes today but the cafe had taken them off the menu so we ended up hitting up another spot for almond croissants and smoothies to go. So darn delicious and quite possibly even better than our original plan😅 . . . . . . . . #vegan #veganfood #veganfoodshare #whatveganseat #food #plantbased #vegetarian #veganbreakfast #vegansofmelbourne #vegansofaustralia #melbournevegan #thrivemags #veganstudent #veganmealideas #melbournefoodblogger #melbournefoodie #melbournefood #oatmeal #porridge #oats #lotusbiscoff #biscoff #biscoffspread #comfortfood #proats #highproteinvegan
user_20;user_207.jpg;Happy Saturday! Who’s up for a warming bowl of vanilla protein oats to start the weekend?💜✨ I might actually be going out for brunch today but I sure wouldn’t complain about a bowl like this either😜 . . . . . . . . #vegan #veganfood #veganfoodshare #whatveganseat #food #plantbased #vegetarian #veganbreakfast #vegansofmelbourne #vegansofaustralia #melbournevegan #thrivemags #veganstudent #veganmealideas #melbournefoodblogger #melbournefoodie #melbournefood #oatmeal #porridge #oats #proats #peanutbutterlover #highproteinvegan
user_20;user_208.jpg;Surprise surprise, I made muffins again🤷‍♀️ I can’t help myself, they’re just my favourite thing to bake! These choc chip banana muffins are now up on the blog so check the link in my bio for the recipe✨ Hope you all enjoy your weekend! . . . . . . . . #vegan #veganfood #veganfoodshare #whatveganseat #food #plantbased #vegetarian #veganbreakfast #vegansofmelbourne #vegansofaustralia #melbournevegan #thrivemags #veganstudent #veganmealideas #melbournefoodblogger #melbournefoodie #melbournefood #muffin #muffins #muffinrecipe #veganmuffins #chocchip #veganbaking #recipeshare #recipes #veganrecipes #veganrecipe #bakingrecipes #bananamuffins
user_20;user_209.jpg;Feeling like a crumble today not gonna lie✨ I’ve been loving making both apple and berry crumbles in my skillet this fall/winter and I think I’m starting to be pretty happy with my crumble skills haha☺️ Is that something you guys would be interested in a recipe for? I feel like most of you might already be familiar with making them but let me know and I’m sure I could get a recipe down next time I make one🌸 . . . . . . . . #vegan #veganfood #veganfoodshare #whatveganseat #food #plantbased #vegetarian #veganbreakfast #vegansofmelbourne #vegansofaustralia #melbournevegan #thrivemags #veganstudent #veganmealideas #melbournefoodblogger #melbournefoodie #melbournefood #crumble #berrycrumble #applecrumble #peanutbutterlover #vegancrumble #oats #veganbreakfastideas #comfortfood #breakfast
