person_id;image_id;caption
user_16;user_160.jpg;put a finger down if you’ve gone off the deep end with acquiring plants but you dgaf because plants make you happy 🙆🏻‍♀️🖖🏼🌱😆 i have over 50+ but should probably recount as I believe I have more now. Also, if you didn’t catch it yesterday, I have a new video up (link in bio) sharing the 🎥 5 Life Lessons I Learned from My Plants! Check it outttt. ~ #user_16 #plantsofinstagram #iplanteven #houseplants #plantsplantsplants
user_16;user_161.jpg;Let’s talk about plants. 🌱 I’ve been thinking a lot about my love for plants and why we as humans are so drawn to them. The short simplified answer is that plants make people feel good. ⠀⠀⠀⠀⠀⠀⠀⠀⠀ So today on ze YouTube, I am taking you with me as I tidy up my home + do some plant-care, which is also a form of self-care for me. By creating an environment where my plants can thrive, I’ve also found there’s a lot our plants can actually teach us about life. ⠀⠀⠀⠀⠀⠀⠀⠀⠀ So, here it goes... link in bio for 5 Life Lessons I Learned from My Plants! 🌱💕✨ OOTD: beautiful dress sustainably made by @the_mie ⠀⠀⠀⠀⠀⠀⠀⠀⠀ #wellnessblogger #austinblogger #mindfullifestyle #plantsmakepeoplehappy #plantsofinstagram #iplanteven #makehomeyours
user_16;user_162.jpg;a peek inside my kitchen's utility drawer 👀 for my standards, this drawer could be more organized than it currently is... but that's alright. 😆 this morning, i want to share a few things in here that have helped us reduce our waste at home. ⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⊹ lids, lids, lids ~ from mason jars, yogurt jars, etc. ~ we reuse our jars for drinks, leftovers, and for storing bulk bin seeds, nut flours, and oats in our fridge. My rule of thumb to reduce clutter 👉🏼 if there is a lone lid that doesn't have a matching jar, we get rid of it. ⊹ reusable @stasherbag ~ these are an investment, but i use them endlessly for snacks, chopped produce, marinating, travel, and many more. ⊹ beeswax wrap to cover bowls instead of cling wrap (we also use silicone stretch lids which aren't stored in this drawer) ⊹ a jar of rubber bands from produce - we save 'em and re-use them to close snack bags, organize cords, etc. ⠀⠀⠀⠀⠀⠀⠀⠀⠀ this is just a small glimpse into our efforts, but i personally LOVE seeing inside other people's drawers, cabinets, and pantries. I enjoy seeing how other people organize things... organization makes my heart happy. x ⠀⠀⠀⠀⠀⠀⠀⠀⠀ #homeorganization #drawerorganization #lowwasteliving #lowwaste #organizationideas #simplifyyourlife
user_16;user_163.jpg;Remodeling our side patio was one of the BEST decisions we made this year. It's truly my happy place, and I spend a big chunk of my day out there... meditating, practicing yoga, drinking matcha, gettin' work done, and caring for my plants. With all of the sunshine I'm getting, you betcha I'm adamant about wearing my @bioclarity sunscreen every. single. day. and reapplying it every couple of hours. It's reef-safe, made with non-nano 100% mineral zinc oxide, and it actually blends super well into your skin (unlike a lot of sunscreens I've tried). Grab 15% off with the code OMCITY. #bioClarityPartner ~ And stay tuned for my patio tour comin' atcha sooon. #user_16 #makehomematter #howihome #patioinspo #patiodecor #outdoorpatio
user_16;user_164.jpg;⊹ yoga always brings me back to myself ⊹ when I feel disconnected from my body, when I feel stuck, or when my brain feels cluttered... yoga brings me home it reminds me of the power of NOW and how each day is a new opportunity to reset with that said... happy wednesday! prioritizing that soul food today ~ #wellnessblogger #austinblogger #yogapracticenotyogaperfect #dancerpose #yogaoutside
user_16;user_165.jpg;morning rainbows n' matcha 🌈 happy pride month to my LGBTQ+ friends 💫 love wins always ⠀⠀⠀⠀⠀⠀⠀⠀⠀ #matchalatte #matchaful #morningmatcha #matchalover #morningvibes
user_16;user_166.jpg;"⊹ sometimes all you need is to put on some ""real"" clothes, change up the scenery, and get some sunshine ⊹ ⠀⠀⠀⠀⠀⠀⠀⠀⠀ this gorgeous linen dress is from @the_mie, a sustainable Black-owned brand based in Lagos, Nigeria. looks like they are sold out 👏🏼 but i hear they are restocking in a couple weeks, so keep checkin' back. ⠀⠀⠀⠀⠀⠀⠀⠀⠀ i was feelin' like a sack of poo, wearing the same biker shorts every day, no makeup, dirty hair, depressing news, etc and beyond. it felt SUPER nice to get dressed up yesterday just to take a walk around this city that i love so dearly. ⠀⠀⠀⠀⠀⠀⠀⠀⠀ how are you, friends? how are you all feeling? anyone interested in doin' a virtual matcha date sometime? 🍵 i got excited about the Instagram messenger rooms feature, but i don't think i have it yet. if anyone has ideas, i'd be so down to do an afternoon matcha chat... IG live was fun, but it'd be so much more fun if you all could talk with me. ⠀⠀⠀⠀⠀⠀⠀⠀⠀ sending ya hugs! x ⠀⠀⠀⠀⠀⠀⠀⠀⠀ #wellnessblogger #texasblogger #sustainablefashion #mindfulliving #simplifyourlife #simplifyandthrive"
user_16;user_167.jpg;Potting some plants...and LICKETY SPLIT 🌱 I've wanted a lickety split philodendron for a couple years now, and now SHE HAS ARRIVED [far right]. What should we name here?! ✨ She's a big one n' grows pretty fast (kind of like a monstera), so I never really knew where I would put one. But, I decided... who cares? I'll make space 😆, so I committed and right now she's just hanging outside on our patio. I'm excited to watch her grow!!! What’s on your plant wish list? ~ #user_16 #atxblogger #plantsofinstagram #licketysplit #philodendron #iplanteven #wellnessblogger
user_16;user_168.jpg;Today is the day 🌱🌱🌱 One of my favorite plant nurseries in Austin (@greatoutdoorsaustin) has opened its doors. It's all outside + they have safety precautions in place, of course. I didn't realize how much I treasured my plant nursery trips until all the non-essentials shut down. I am so excited to take my mama to the nursery today, so we can pick up some more soil + a new plant baby or two hehe. ~ Here are a few of my favorite plant-y things: ✧ Favorite Potting Soil: FoxFarm (love the ocean forest blend) ✧ Favorite Fertilizer: FoxFarm Grow Big liquid fertilizer @foxfarmsoilandfertilizer ✧ Favorite Non-Toxic Pest Control: Organocide Bee Safe 3-in-1 Garden Spray for my outside plants that are more prone to buggies ✧ I also use my non-toxic all-purpose house cleaning spray/soap from @branchbasics to hose off and clean dusty leaves. ⠀⠀⠀⠀⠀⠀⠀⠀⠀ Got any more Q’s lemme know!! Audio/Voiceover Credit goes to @LisaRinna 🌱🌱🌱 #plantsofinstagram #plantlady #iplanteven #atxblogger
user_16;user_169.jpg;Hello from me + my giant ass lettuce we just harvested 🥬 👋🏼 It's a fresh new week. While last week was very heavy, it was necessary... and I'm honestly very grateful for it. Growth is necessary, and it's often messy and uncomfortable. But leaning into the uncomfortable is an opportunity to expand what we know, acknowledge our own privileges, challenge what we've been taught and programmed, and unlearn what doesn't serve the kind of world we want to live in. ⠀⠀⠀⠀⠀⠀⠀⠀⠀ There is still so much I don't know, but I'm committed to keep learning, and even moreso, to keep LISTENING. I am committed to educating myself on the interconnectedness of social justice and environmentalism. I am committed to supporting and spotlighting more Black-owned brands that are aligned with my values. I am committed to speaking up when I see brands that could diversify their marketing. I am committed to having more uncomfortable conversations with people I know in real life. I am committed to the understanding that this work is ongoing, and I will make mistakes and learn from them. Lastly, I am committed to the understanding that one of the best ways to use my voice is to vote vote vote vote vote... and that I will do. ⠀⠀⠀⠀⠀⠀⠀⠀⠀ Sending you all love. Onward we go! x #user_16
